pair_id,DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,source_file,atc_category
DDInter1172|DDInter743,DDInter1172,Methocarbamol,DDInter743,Fluconazole,Unknown,ddinter_downloads_code_D.csv,D
DDInter1172|DDInter766,DDInter1172,Methocarbamol,DDInter766,Fluticasone,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1172|DDInter771,DDInter1172,Methocarbamol,DDInter771,Folic acid,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_V.csv,B;V
DDInter1172|DDInter825,DDInter1172,Methocarbamol,DDInter825,Glimepiride,Unknown,ddinter_downloads_code_A.csv,A
DDInter1172|DDInter826,DDInter1172,Methocarbamol,DDInter826,Glipizide,Unknown,ddinter_downloads_code_A.csv,A
DDInter1172|DDInter83,DDInter1172,Methocarbamol,DDInter83,Amoxicillin,Unknown,ddinter_downloads_code_A.csv,A
DDInter1172|DDInter831,DDInter1172,Methocarbamol,DDInter831,Glyburide,Unknown,ddinter_downloads_code_A.csv,A
DDInter1172|DDInter856,DDInter1172,Methocarbamol,DDInter856,Heparin,Unknown,ddinter_downloads_code_B.csv,B
DDInter1172|DDInter885,DDInter1172,Methocarbamol,DDInter885,Hydrocortisone,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_H.csv;ddinter_downloads_code_R.csv,A;D;H;R
DDInter1172|DDInter893,DDInter1172,Methocarbamol,DDInter893,Hydroxychloroquine,Unknown,ddinter_downloads_code_P.csv,P
DDInter1172|DDInter900,DDInter1172,Methocarbamol,DDInter900,Ibuprofen,Unknown,ddinter_downloads_code_R.csv,R
DDInter1174|DDInter118,DDInter1174,Methotrexate,DDInter118,Aripiprazole,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1189,DDInter1174,Methotrexate,DDInter1189,Methylphenidate,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1197,DDInter1174,Methotrexate,DDInter1197,Metoclopramide,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter12,DDInter1174,Methotrexate,DDInter12,Acebutolol,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter120,DDInter1174,Methotrexate,DDInter120,Arsenic trioxide,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1200,DDInter1174,Methotrexate,DDInter1200,Metoprolol,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1202,DDInter1174,Methotrexate,DDInter1202,Metronidazole,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv;ddinter_downloads_code_P.csv,A;D;L;P
DDInter1174|DDInter1209,DDInter1174,Methotrexate,DDInter1209,Miconazole,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,A;D;L
DDInter1174|DDInter1230,DDInter1174,Methotrexate,DDInter1230,Mirtazapine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1231,DDInter1174,Methotrexate,DDInter1231,Misoprostol,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter1236,DDInter1174,Methotrexate,DDInter1236,Modafinil,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1242,DDInter1174,Methotrexate,DDInter1242,Montelukast,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,L;R
DDInter1174|DDInter1244,DDInter1174,Methotrexate,DDInter1244,Morphine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter1252,DDInter1174,Methotrexate,DDInter1252,Mycophenolic acid,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1255,DDInter1174,Methotrexate,DDInter1255,Nadolol,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1257,DDInter1174,Methotrexate,DDInter1257,Nalbuphine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1269,DDInter1174,Methotrexate,DDInter1269,Nateglinide,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter1287,DDInter1174,Methotrexate,DDInter1287,Nicardipine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter129,DDInter1174,Methotrexate,DDInter129,Atazanavir,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1290,DDInter1174,Methotrexate,DDInter1290,Nicotine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1291,DDInter1174,Methotrexate,DDInter1291,Nifedipine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1295,DDInter1174,Methotrexate,DDInter1295,Nimodipine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1298,DDInter1174,Methotrexate,DDInter1298,Nisoldipine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter13,DDInter1174,Methotrexate,DDInter13,Acenocoumarol,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_L.csv,B;L
DDInter1174|DDInter130,DDInter1174,Methotrexate,DDInter130,Atenolol,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1301,DDInter1174,Methotrexate,DDInter1301,Nitrazepam,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1304,DDInter1174,Methotrexate,DDInter1304,Nitroglycerin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1309,DDInter1174,Methotrexate,DDInter1309,Nizatidine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter1312,DDInter1174,Methotrexate,DDInter1312,Norethisterone,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1316,DDInter1174,Methotrexate,DDInter1316,Nortriptyline,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1318,DDInter1174,Methotrexate,DDInter1318,Nystatin,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,A;D;L
DDInter1174|DDInter1323,DDInter1174,Methotrexate,DDInter1323,Octreotide,Unknown,ddinter_downloads_code_H.csv;ddinter_downloads_code_L.csv,H;L
DDInter1174|DDInter1326,DDInter1174,Methotrexate,DDInter1326,Olanzapine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1332,DDInter1174,Methotrexate,DDInter1332,Olopatadine,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,L;R
DDInter1174|DDInter1342,DDInter1174,Methotrexate,DDInter1342,Ondansetron,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter1349,DDInter1174,Methotrexate,DDInter1349,Orphenadrine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1359,DDInter1174,Methotrexate,DDInter1359,Oxazepam,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter136,DDInter1174,Methotrexate,DDInter136,Atropine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter1360,DDInter1174,Methotrexate,DDInter1360,Oxcarbazepine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1365,DDInter1174,Methotrexate,DDInter1365,Oxybutynin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1366,DDInter1174,Methotrexate,DDInter1366,Oxycodone,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1377,DDInter1174,Methotrexate,DDInter1377,Paclitaxel,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter139,DDInter1174,Methotrexate,DDInter139,Auranofin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1397,DDInter1174,Methotrexate,DDInter1397,Paroxetine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1419,DDInter1174,Methotrexate,DDInter1419,Penicillamine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1426,DDInter1174,Methotrexate,DDInter1426,Pentoxifylline,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,L;R
DDInter1174|DDInter1461,DDInter1174,Methotrexate,DDInter1461,Phylloquinone,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_L.csv,B;L
DDInter1174|DDInter1465,DDInter1174,Methotrexate,DDInter1465,Pilocarpine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1468,DDInter1174,Methotrexate,DDInter1468,Pimecrolimus,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
DDInter1174|DDInter1471,DDInter1174,Methotrexate,DDInter1471,Pindolol,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1476,DDInter1174,Methotrexate,DDInter1476,Pirbuterol,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,L;R
DDInter1174|DDInter1497,DDInter1174,Methotrexate,DDInter1497,Potassium chloride,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_B.csv;ddinter_downloads_code_L.csv,A;B;L
DDInter1174|DDInter15,DDInter1174,Methotrexate,DDInter15,Acetazolamide,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1505,DDInter1174,Methotrexate,DDInter1505,Pramipexole,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1516,DDInter1174,Methotrexate,DDInter1516,Pregabalin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1521,DDInter1174,Methotrexate,DDInter1521,Primidone,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1527,DDInter1174,Methotrexate,DDInter1527,Prochlorperazine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1529,DDInter1174,Methotrexate,DDInter1529,Progesterone,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter153,DDInter1174,Methotrexate,DDInter153,Azelastine,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,L;R
DDInter1174|DDInter1533,DDInter1174,Methotrexate,DDInter1533,Promethazine,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv;ddinter_downloads_code_V.csv,D;L;R;V
DDInter1174|DDInter1534,DDInter1174,Methotrexate,DDInter1534,Propafenone,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1538,DDInter1174,Methotrexate,DDInter1538,Propofol,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1539,DDInter1174,Methotrexate,DDInter1539,Propranolol,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1548,DDInter1174,Methotrexate,DDInter1548,Pyridostigmine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1552,DDInter1174,Methotrexate,DDInter1552,Quazepam,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1553,DDInter1174,Methotrexate,DDInter1553,Quetiapine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1556,DDInter1174,Methotrexate,DDInter1556,Quinidine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1562,DDInter1174,Methotrexate,DDInter1562,Raloxifene,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1568,DDInter1174,Methotrexate,DDInter1568,Ranitidine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter1581,DDInter1174,Methotrexate,DDInter1581,Repaglinide,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter1587,DDInter1174,Methotrexate,DDInter1587,Ribavirin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1604,DDInter1174,Methotrexate,DDInter1604,Risedronic acid,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1605,DDInter1174,Methotrexate,DDInter1605,Risperidone,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1610,DDInter1174,Methotrexate,DDInter1610,Rivastigmine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1611,DDInter1174,Methotrexate,DDInter1611,Rizatriptan,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1619,DDInter1174,Methotrexate,DDInter1619,Ropinirole,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter162,DDInter1174,Methotrexate,DDInter162,Baclofen,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1632,DDInter1174,Methotrexate,DDInter1632,Salbutamol,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,L;R
DDInter1174|DDInter1635,DDInter1174,Methotrexate,DDInter1635,Salmeterol,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,L;R
DDInter1174|DDInter1640,DDInter1174,Methotrexate,DDInter1640,Saquinavir,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1647,DDInter1174,Methotrexate,DDInter1647,Scopolamine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter1662,DDInter1174,Methotrexate,DDInter1662,Sertraline,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1663,DDInter1174,Methotrexate,DDInter1663,Sevelamer,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_V.csv,L;V
DDInter1174|DDInter1665,DDInter1174,Methotrexate,DDInter1665,Sibutramine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter1666,DDInter1174,Methotrexate,DDInter1666,Sildenafil,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1704,DDInter1174,Methotrexate,DDInter1704,Sotalol,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1707,DDInter1174,Methotrexate,DDInter1707,Spironolactone,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1713,DDInter1174,Methotrexate,DDInter1713,Streptomycin,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter1717,DDInter1174,Methotrexate,DDInter1717,Sucralfate,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter1730,DDInter1174,Methotrexate,DDInter1730,Sumatriptan,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1736,DDInter1174,Methotrexate,DDInter1736,Tadalafil,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1745,DDInter1174,Methotrexate,DDInter1745,Tamsulosin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1754,DDInter1174,Methotrexate,DDInter1754,Tegaserod,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter1759,DDInter1174,Methotrexate,DDInter1759,Telmisartan,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1761,DDInter1174,Methotrexate,DDInter1761,Temazepam,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1767,DDInter1174,Methotrexate,DDInter1767,Terazosin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1804,DDInter1174,Methotrexate,DDInter1804,Ticlopidine,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_L.csv,B;L
DDInter1174|DDInter1809,DDInter1174,Methotrexate,DDInter1809,Timolol,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1815,DDInter1174,Methotrexate,DDInter1815,Tiotropium,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,L;R
DDInter1174|DDInter1822,DDInter1174,Methotrexate,DDInter1822,Tobramycin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1832,DDInter1174,Methotrexate,DDInter1832,Tolterodine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1834,DDInter1174,Methotrexate,DDInter1834,Topiramate,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1836,DDInter1174,Methotrexate,DDInter1836,Torasemide,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1841,DDInter1174,Methotrexate,DDInter1841,Tramadol,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1849,DDInter1174,Methotrexate,DDInter1849,Travoprost,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1851,DDInter1174,Methotrexate,DDInter1851,Trazodone,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1860,DDInter1174,Methotrexate,DDInter1860,Triazolam,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1870,DDInter1174,Methotrexate,DDInter1870,Trihexyphenidyl,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter19,DDInter1174,Methotrexate,DDInter19,Acetylcysteine,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv;ddinter_downloads_code_V.csv,L;R;V
DDInter1174|DDInter1906,DDInter1174,Methotrexate,DDInter1906,Ursodeoxycholic acid,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter1915,DDInter1174,Methotrexate,DDInter1915,Valsartan,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1918,DDInter1174,Methotrexate,DDInter1918,Vardenafil,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1919,DDInter1174,Methotrexate,DDInter1919,Varenicline,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1927,DDInter1174,Methotrexate,DDInter1927,Venlafaxine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1928,DDInter1174,Methotrexate,DDInter1928,Verapamil,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1941,DDInter1174,Methotrexate,DDInter1941,Vitamin A,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv;ddinter_downloads_code_V.csv,A;D;L;R;V
DDInter1174|DDInter1942,DDInter1174,Methotrexate,DDInter1942,Vitamin D,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1957,DDInter1174,Methotrexate,DDInter1957,Zaleplon,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1967,DDInter1174,Methotrexate,DDInter1967,Ziprasidone,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1969,DDInter1174,Methotrexate,DDInter1969,Zolmitriptan,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1970,DDInter1174,Methotrexate,DDInter1970,Zolpidem,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1971,DDInter1174,Methotrexate,DDInter1971,Zonisamide,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter1972,DDInter1174,Methotrexate,DDInter1972,Zopiclone,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter207,DDInter1174,Methotrexate,DDInter207,Bimatoprost,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter216,DDInter1174,Methotrexate,DDInter216,Bisoprolol,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter234,DDInter1174,Methotrexate,DDInter234,Brimonidine,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
DDInter1174|DDInter248,DDInter1174,Methotrexate,DDInter248,Bumetanide,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter25,DDInter1174,Methotrexate,DDInter25,Acyclovir,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
DDInter1174|DDInter251,DDInter1174,Methotrexate,DDInter251,Buprenorphine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter254,DDInter1174,Methotrexate,DDInter254,Buspirone,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter266,DDInter1174,Methotrexate,DDInter266,Calcipotriol,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
DDInter1174|DDInter268,DDInter1174,Methotrexate,DDInter268,Calcitriol,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,A;D;L
DDInter1174|DDInter272,DDInter1174,Methotrexate,DDInter272,Calcium chloride,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_B.csv;ddinter_downloads_code_L.csv,A;B;L
DDInter1174|DDInter285,DDInter1174,Methotrexate,DDInter285,Capecitabine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter301,DDInter1174,Methotrexate,DDInter301,Carisoprodol,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter305,DDInter1174,Methotrexate,DDInter305,Carvedilol,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter309,DDInter1174,Methotrexate,DDInter309,Cefaclor,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter31,DDInter1174,Methotrexate,DDInter31,Adenosine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter310,DDInter1174,Methotrexate,DDInter310,Cefadroxil,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter314,DDInter1174,Methotrexate,DDInter314,Cefazolin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter315,DDInter1174,Methotrexate,DDInter315,Cefdinir,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter317,DDInter1174,Methotrexate,DDInter317,Cefepime,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter323,DDInter1174,Methotrexate,DDInter323,Cefotaxime,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter326,DDInter1174,Methotrexate,DDInter326,Cefpodoxime,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter334,DDInter1174,Methotrexate,DDInter334,Ceftriaxone,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter335,DDInter1174,Methotrexate,DDInter335,Cefuroxime,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter339,DDInter1174,Methotrexate,DDInter339,Cephalexin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter343,DDInter1174,Methotrexate,DDInter343,Cetirizine,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,L;R
DDInter1174|DDInter377,DDInter1174,Methotrexate,DDInter377,Ciclopirox,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
DDInter1174|DDInter380,DDInter1174,Methotrexate,DDInter380,Cimetidine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter388,DDInter1174,Methotrexate,DDInter388,Citalopram,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter398,DDInter1174,Methotrexate,DDInter398,Clindamycin,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
DDInter1174|DDInter402,DDInter1174,Methotrexate,DDInter402,Clobetasol,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
DDInter1174|DDInter410,DDInter1174,Methotrexate,DDInter410,Clomipramine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter411,DDInter1174,Methotrexate,DDInter411,Clonazepam,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter412,DDInter1174,Methotrexate,DDInter412,Clonidine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter413,DDInter1174,Methotrexate,DDInter413,Clopidogrel,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_L.csv,B;L
DDInter1174|DDInter42,DDInter1174,Methotrexate,DDInter42,Alendronic acid,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter449,DDInter1174,Methotrexate,DDInter449,Cromoglicic acid,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,A;D;L;R
DDInter1174|DDInter451,DDInter1174,Methotrexate,DDInter451,Cyanocobalamin,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_L.csv,B;L
DDInter1174|DDInter454,DDInter1174,Methotrexate,DDInter454,Cyclobenzaprine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter456,DDInter1174,Methotrexate,DDInter456,Cyclophosphamide,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter46,DDInter1174,Methotrexate,DDInter46,Aliskiren,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter466,DDInter1174,Methotrexate,DDInter466,Dactinomycin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter48,DDInter1174,Methotrexate,DDInter48,Allopurinol,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter480,DDInter1174,Methotrexate,DDInter480,Darifenacin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter484,DDInter1174,Methotrexate,DDInter484,Dasatinib,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter49,DDInter1174,Methotrexate,DDInter49,Almotriptan,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter506,DDInter1174,Methotrexate,DDInter506,Desloratadine,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,L;R
DDInter1174|DDInter511,DDInter1174,Methotrexate,DDInter511,Desvenlafaxine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter52,DDInter1174,Methotrexate,DDInter52,Alosetron,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter534,DDInter1174,Methotrexate,DDInter534,Diazepam,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter54,DDInter1174,Methotrexate,DDInter54,Alprazolam,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter543,DDInter1174,Methotrexate,DDInter543,Dicyclomine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter55,DDInter1174,Methotrexate,DDInter55,Alprostadil,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter557,DDInter1174,Methotrexate,DDInter557,Dihydroergotamine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter561,DDInter1174,Methotrexate,DDInter561,Diltiazem,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter573,DDInter1174,Methotrexate,DDInter573,Dipyridamole,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_L.csv,B;L
DDInter1174|DDInter581,DDInter1174,Methotrexate,DDInter581,Dolasetron,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1174|DDInter583,DDInter1174,Methotrexate,DDInter583,Donepezil,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter592,DDInter1174,Methotrexate,DDInter592,Doxazosin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1174|DDInter593,DDInter1174,Methotrexate,DDInter593,Doxepin,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
DDInter1174|DDInter611,DDInter1174,Methotrexate,DDInter611,Dutasteride,Unknown,ddinter_downloads_code_L.csv,L
