pair_id,DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,source_file,atc_category
DDInter1010|DDInter1683,DDInter1010,Ketorolac,DDInter1683,Sodium bicarbonate,Unknown,ddinter_downloads_code_B.csv,B
DDInter1010|DDInter1717,DDInter1010,Ketorolac,DDInter1717,Sucralfate,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter1754,DDInter1010,Ketorolac,DDInter1754,Tegaserod,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter1768,DDInter1010,Ketorolac,DDInter1768,Terbinafine,Unknown,ddinter_downloads_code_D.csv,D
DDInter1010|DDInter1783,DDInter1010,Ketorolac,DDInter1783,Tetracycline,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1010|DDInter1815,DDInter1010,Ketorolac,DDInter1815,Tiotropium,Unknown,ddinter_downloads_code_R.csv,R
DDInter1010|DDInter19,DDInter1010,Ketorolac,DDInter19,Acetylcysteine,Unknown,ddinter_downloads_code_R.csv;ddinter_downloads_code_V.csv,R;V
DDInter1010|DDInter1937,DDInter1010,Ketorolac,DDInter1937,Vincristine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1010|DDInter234,DDInter1010,Ketorolac,DDInter234,Brimonidine,Unknown,ddinter_downloads_code_D.csv,D
DDInter1010|DDInter25,DDInter1010,Ketorolac,DDInter25,Acyclovir,Unknown,ddinter_downloads_code_D.csv,D
DDInter1010|DDInter252,DDInter1010,Ketorolac,DDInter252,Bupropion,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter285,DDInter1010,Ketorolac,DDInter285,Capecitabine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1010|DDInter298,DDInter1010,Ketorolac,DDInter298,Carboplatin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1010|DDInter343,DDInter1010,Ketorolac,DDInter343,Cetirizine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1010|DDInter356,DDInter1010,Ketorolac,DDInter356,Chlorhexidine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_B.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,A;B;D;R
DDInter1010|DDInter387,DDInter1010,Ketorolac,DDInter387,Cisplatin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1010|DDInter393,DDInter1010,Ketorolac,DDInter393,Clarithromycin,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter398,DDInter1010,Ketorolac,DDInter398,Clindamycin,Unknown,ddinter_downloads_code_D.csv,D
DDInter1010|DDInter416,DDInter1010,Ketorolac,DDInter416,Clotrimazole,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1010|DDInter456,DDInter1010,Ketorolac,DDInter456,Cyclophosphamide,Unknown,ddinter_downloads_code_L.csv,L
DDInter1010|DDInter460,DDInter1010,Ketorolac,DDInter460,Cytarabine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1010|DDInter506,DDInter1010,Ketorolac,DDInter506,Desloratadine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1010|DDInter578,DDInter1010,Ketorolac,DDInter578,Docetaxel,Unknown,ddinter_downloads_code_L.csv,L
DDInter1010|DDInter581,DDInter1010,Ketorolac,DDInter581,Dolasetron,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter593,DDInter1010,Ketorolac,DDInter593,Doxepin,Unknown,ddinter_downloads_code_D.csv,D
DDInter1010|DDInter596,DDInter1010,Ketorolac,DDInter596,Doxorubicin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1010|DDInter598,DDInter1010,Ketorolac,DDInter598,Doxycycline,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter652,DDInter1010,Ketorolac,DDInter652,Epinephrine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_B.csv;ddinter_downloads_code_R.csv,A;B;R
DDInter1010|DDInter670,DDInter1010,Ketorolac,DDInter670,Erythromycin,Unknown,ddinter_downloads_code_D.csv,D
DDInter1010|DDInter732,DDInter1010,Ketorolac,DDInter732,Fexofenadine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1010|DDInter736,DDInter1010,Ketorolac,DDInter736,Finasteride,Unknown,ddinter_downloads_code_D.csv,D
DDInter1010|DDInter743,DDInter1010,Ketorolac,DDInter743,Fluconazole,Unknown,ddinter_downloads_code_D.csv,D
DDInter1010|DDInter766,DDInter1010,Ketorolac,DDInter766,Fluticasone,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1010|DDInter771,DDInter1010,Ketorolac,DDInter771,Folic acid,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_V.csv,B;V
DDInter1010|DDInter801,DDInter1010,Ketorolac,DDInter801,Galactose,Unknown,ddinter_downloads_code_V.csv,V
DDInter1010|DDInter83,DDInter1010,Ketorolac,DDInter83,Amoxicillin,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter893,DDInter1010,Ketorolac,DDInter893,Hydroxychloroquine,Unknown,ddinter_downloads_code_P.csv,P
DDInter1010|DDInter894,DDInter1010,Ketorolac,DDInter894,Hydroxyurea,Unknown,ddinter_downloads_code_L.csv,L
DDInter1012|DDInter1018,DDInter1012,Ketotifen,DDInter1018,Lactulose,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_R.csv,A;R
DDInter1012|DDInter1019,DDInter1012,Ketotifen,DDInter1019,Lamivudine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1022,DDInter1012,Ketotifen,DDInter1022,Lansoprazole,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_R.csv,A;R
DDInter1012|DDInter1028,DDInter1012,Ketotifen,DDInter1028,Latanoprost,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1064,DDInter1012,Ketotifen,DDInter1064,Levothyroxine,Unknown,ddinter_downloads_code_H.csv;ddinter_downloads_code_R.csv,H;R
DDInter1012|DDInter1066,DDInter1012,Ketotifen,DDInter1066,Lidocaine,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1012|DDInter1079,DDInter1012,Ketotifen,DDInter1079,Lisinopril,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1091,DDInter1012,Ketotifen,DDInter1091,Loratadine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1095,DDInter1012,Ketotifen,DDInter1095,Losartan,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1143,DDInter1012,Ketotifen,DDInter1143,Meloxicam,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1144,DDInter1012,Ketotifen,DDInter1144,Melphalan,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,L;R
DDInter1012|DDInter1164,DDInter1012,Ketotifen,DDInter1164,Metformin,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_R.csv,A;R
DDInter1012|DDInter1174,DDInter1012,Ketotifen,DDInter1174,Methotrexate,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,L;R
DDInter1012|DDInter1189,DDInter1012,Ketotifen,DDInter1189,Methylphenidate,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1200,DDInter1012,Ketotifen,DDInter1200,Metoprolol,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1206,DDInter1012,Ketotifen,DDInter1206,Mexiletine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1242,DDInter1012,Ketotifen,DDInter1242,Montelukast,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1285,DDInter1012,Ketotifen,DDInter1285,Nevirapine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1304,DDInter1012,Ketotifen,DDInter1304,Nitroglycerin,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1325,DDInter1012,Ketotifen,DDInter1325,Ofloxacin,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter133,DDInter1012,Ketotifen,DDInter133,Atorvastatin,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1332,DDInter1012,Ketotifen,DDInter1332,Olopatadine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1340,DDInter1012,Ketotifen,DDInter1340,Omeprazole,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_R.csv,A;R
DDInter1012|DDInter1350,DDInter1012,Ketotifen,DDInter1350,Oseltamivir,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1360,DDInter1012,Ketotifen,DDInter1360,Oxcarbazepine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1388,DDInter1012,Ketotifen,DDInter1388,Pantoprazole,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_R.csv,A;R
DDInter1012|DDInter1397,DDInter1012,Ketotifen,DDInter1397,Paroxetine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter14,DDInter1012,Ketotifen,DDInter14,Acetaminophen,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1509,DDInter1012,Ketotifen,DDInter1509,Pravastatin,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1513,DDInter1012,Ketotifen,DDInter1513,Prednisolone,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_H.csv;ddinter_downloads_code_R.csv;ddinter_downloads_code_V.csv,A;D;H;R;V
DDInter1012|DDInter1568,DDInter1012,Ketotifen,DDInter1568,Ranitidine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_R.csv,A;R
DDInter1012|DDInter1607,DDInter1012,Ketotifen,DDInter1607,Ritonavir,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1613,DDInter1012,Ketotifen,DDInter1613,Rofecoxib,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1632,DDInter1012,Ketotifen,DDInter1632,Salbutamol,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1635,DDInter1012,Ketotifen,DDInter1635,Salmeterol,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1640,DDInter1012,Ketotifen,DDInter1640,Saquinavir,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1666,DDInter1012,Ketotifen,DDInter1666,Sildenafil,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1675,DDInter1012,Ketotifen,DDInter1675,Simvastatin,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_R.csv,A;R
DDInter1012|DDInter1707,DDInter1012,Ketotifen,DDInter1707,Spironolactone,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1710,DDInter1012,Ketotifen,DDInter1710,Stavudine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1717,DDInter1012,Ketotifen,DDInter1717,Sucralfate,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_R.csv,A;R
DDInter1012|DDInter1725,DDInter1012,Ketotifen,DDInter1725,Sulfasalazine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_R.csv,A;R
DDInter1012|DDInter1735,DDInter1012,Ketotifen,DDInter1735,Tacrolimus,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,D;L;R
DDInter1012|DDInter1736,DDInter1012,Ketotifen,DDInter1736,Tadalafil,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1759,DDInter1012,Ketotifen,DDInter1759,Telmisartan,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1791,DDInter1012,Ketotifen,DDInter1791,Theophylline,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1815,DDInter1012,Ketotifen,DDInter1815,Tiotropium,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1908,DDInter1012,Ketotifen,DDInter1908,Valaciclovir,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1913,DDInter1012,Ketotifen,DDInter1913,Valproic acid,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1915,DDInter1012,Ketotifen,DDInter1915,Valsartan,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1916,DDInter1012,Ketotifen,DDInter1916,Vancomycin,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_R.csv,A;R
DDInter1012|DDInter1928,DDInter1012,Ketotifen,DDInter1928,Verapamil,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1958,DDInter1012,Ketotifen,DDInter1958,Zanamivir,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter1970,DDInter1012,Ketotifen,DDInter1970,Zolpidem,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter20,DDInter1012,Ketotifen,DDInter20,Acetylsalicylic acid,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_B.csv;ddinter_downloads_code_R.csv,A;B;R
DDInter1012|DDInter246,DDInter1012,Ketotifen,DDInter246,Budesonide,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,A;D;R
DDInter1012|DDInter25,DDInter1012,Ketotifen,DDInter25,Acyclovir,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1012|DDInter293,DDInter1012,Ketotifen,DDInter293,Carbamazepine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter334,DDInter1012,Ketotifen,DDInter334,Ceftriaxone,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter336,DDInter1012,Ketotifen,DDInter336,Celecoxib,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,L;R
DDInter1012|DDInter339,DDInter1012,Ketotifen,DDInter339,Cephalexin,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter343,DDInter1012,Ketotifen,DDInter343,Cetirizine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter393,DDInter1012,Ketotifen,DDInter393,Clarithromycin,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_R.csv,A;R
DDInter1012|DDInter413,DDInter1012,Ketotifen,DDInter413,Clopidogrel,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_R.csv,B;R
DDInter1012|DDInter42,DDInter1012,Ketotifen,DDInter42,Alendronic acid,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter449,DDInter1012,Ketotifen,DDInter449,Cromoglicic acid,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,A;D;R
DDInter1012|DDInter451,DDInter1012,Ketotifen,DDInter451,Cyanocobalamin,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_R.csv,B;R
DDInter1012|DDInter48,DDInter1012,Ketotifen,DDInter48,Allopurinol,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter513,DDInter1012,Ketotifen,DDInter513,Dexamethasone,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_H.csv;ddinter_downloads_code_R.csv,A;D;H;R
DDInter1012|DDInter537,DDInter1012,Ketotifen,DDInter537,Diclofenac,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1012|DDInter593,DDInter1012,Ketotifen,DDInter593,Doxepin,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1012|DDInter598,DDInter1012,Ketotifen,DDInter598,Doxycycline,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_R.csv,A;R
DDInter1012|DDInter624,DDInter1012,Ketotifen,DDInter624,Efavirenz,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter670,DDInter1012,Ketotifen,DDInter670,Erythromycin,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1012|DDInter712,DDInter1012,Ketotifen,DDInter712,Famotidine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_R.csv,A;R
DDInter1012|DDInter732,DDInter1012,Ketotifen,DDInter732,Fexofenadine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter743,DDInter1012,Ketotifen,DDInter743,Fluconazole,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1012|DDInter766,DDInter1012,Ketotifen,DDInter766,Fluticasone,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1012|DDInter888,DDInter1012,Ketotifen,DDInter888,Hydrocortisone butyrate,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1012|DDInter895,DDInter1012,Ketotifen,DDInter895,Hydroxyzine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter900,DDInter1012,Ketotifen,DDInter900,Ibuprofen,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter990,DDInter1012,Ketotifen,DDInter990,Isosorbide mononitrate,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter995,DDInter1012,Ketotifen,DDInter995,Itraconazole,Unknown,ddinter_downloads_code_R.csv,R
DDInter1012|DDInter998,DDInter1012,Ketotifen,DDInter998,Ivermectin,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_P.csv;ddinter_downloads_code_R.csv,D;P;R
DDInter1013|DDInter1018,DDInter1013,Labetalol,DDInter1018,Lactulose,Unknown,ddinter_downloads_code_A.csv,A
DDInter1013|DDInter1022,DDInter1013,Labetalol,DDInter1022,Lansoprazole,Unknown,ddinter_downloads_code_A.csv,A
DDInter1013|DDInter1088,DDInter1013,Labetalol,DDInter1088,Loperamide,Unknown,ddinter_downloads_code_A.csv,A
DDInter1013|DDInter1091,DDInter1013,Labetalol,DDInter1091,Loratadine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1013|DDInter1123,DDInter1013,Labetalol,DDInter1123,Mannitol,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_B.csv;ddinter_downloads_code_R.csv;ddinter_downloads_code_V.csv,A;B;R;V
DDInter1013|DDInter1164,DDInter1013,Labetalol,DDInter1164,Metformin,Unknown,ddinter_downloads_code_A.csv,A
DDInter1013|DDInter1197,DDInter1013,Labetalol,DDInter1197,Metoclopramide,Unknown,ddinter_downloads_code_A.csv,A
DDInter1013|DDInter1202,DDInter1013,Labetalol,DDInter1202,Metronidazole,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_P.csv,A;D;P
DDInter1013|DDInter1226,DDInter1013,Labetalol,DDInter1226,Minoxidil,Unknown,ddinter_downloads_code_D.csv,D
DDInter1013|DDInter1318,DDInter1013,Labetalol,DDInter1318,Nystatin,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1013|DDInter1340,DDInter1013,Labetalol,DDInter1340,Omeprazole,Unknown,ddinter_downloads_code_A.csv,A
DDInter1013|DDInter1342,DDInter1013,Labetalol,DDInter1342,Ondansetron,Unknown,ddinter_downloads_code_A.csv,A
DDInter1013|DDInter1388,DDInter1013,Labetalol,DDInter1388,Pantoprazole,Unknown,ddinter_downloads_code_A.csv,A
DDInter1013|DDInter1394,DDInter1013,Labetalol,DDInter1394,Paricalcitol,Unknown,ddinter_downloads_code_H.csv,H
DDInter1013|DDInter1472,DDInter1013,Labetalol,DDInter1472,Pioglitazone,Unknown,ddinter_downloads_code_A.csv,A
DDInter1013|DDInter1497,DDInter1013,Labetalol,DDInter1497,Potassium chloride,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_B.csv,A;B
DDInter1013|DDInter1559,DDInter1013,Labetalol,DDInter1559,Rabeprazole,Unknown,ddinter_downloads_code_A.csv,A
DDInter1013|DDInter1568,DDInter1013,Labetalol,DDInter1568,Ranitidine,Unknown,ddinter_downloads_code_A.csv,A
DDInter1013|DDInter1621,DDInter1013,Labetalol,DDInter1621,Rosiglitazone,Unknown,ddinter_downloads_code_A.csv,A
DDInter1013|DDInter1622,DDInter1013,Labetalol,DDInter1622,Rosuvastatin,Unknown,ddinter_downloads_code_A.csv,A
DDInter1013|DDInter1663,DDInter1013,Labetalol,DDInter1663,Sevelamer,Unknown,ddinter_downloads_code_V.csv,V
DDInter1013|DDInter1675,DDInter1013,Labetalol,DDInter1675,Simvastatin,Unknown,ddinter_downloads_code_A.csv,A
DDInter1013|DDInter1678,DDInter1013,Labetalol,DDInter1678,Sirolimus,Unknown,ddinter_downloads_code_L.csv,L
DDInter1013|DDInter1683,DDInter1013,Labetalol,DDInter1683,Sodium bicarbonate,Unknown,ddinter_downloads_code_B.csv,B
DDInter1013|DDInter1725,DDInter1013,Labetalol,DDInter1725,Sulfasalazine,Unknown,ddinter_downloads_code_A.csv,A
DDInter1013|DDInter1735,DDInter1013,Labetalol,DDInter1735,Tacrolimus,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
DDInter1013|DDInter1783,DDInter1013,Labetalol,DDInter1783,Tetracycline,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1013|DDInter1815,DDInter1013,Labetalol,DDInter1815,Tiotropium,Unknown,ddinter_downloads_code_R.csv,R
DDInter1013|DDInter1916,DDInter1013,Labetalol,DDInter1916,Vancomycin,Unknown,ddinter_downloads_code_A.csv,A
DDInter1013|DDInter25,DDInter1013,Labetalol,DDInter25,Acyclovir,Unknown,ddinter_downloads_code_D.csv,D
DDInter1013|DDInter252,DDInter1013,Labetalol,DDInter252,Bupropion,Unknown,ddinter_downloads_code_A.csv,A
DDInter1013|DDInter268,DDInter1013,Labetalol,DDInter268,Calcitriol,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1013|DDInter381,DDInter1013,Labetalol,DDInter381,Cinacalcet,Unknown,ddinter_downloads_code_H.csv,H
DDInter1013|DDInter398,DDInter1013,Labetalol,DDInter398,Clindamycin,Unknown,ddinter_downloads_code_D.csv,D
DDInter1013|DDInter413,DDInter1013,Labetalol,DDInter413,Clopidogrel,Unknown,ddinter_downloads_code_B.csv,B
DDInter1013|DDInter416,DDInter1013,Labetalol,DDInter416,Clotrimazole,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1013|DDInter458,DDInter1013,Labetalol,DDInter458,Cyclosporine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1013|DDInter659,DDInter1013,Labetalol,DDInter659,Eptifibatide,Unknown,ddinter_downloads_code_B.csv,B
DDInter1013|DDInter712,DDInter1013,Labetalol,DDInter712,Famotidine,Unknown,ddinter_downloads_code_A.csv,A
DDInter1013|DDInter732,DDInter1013,Labetalol,DDInter732,Fexofenadine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1013|DDInter743,DDInter1013,Labetalol,DDInter743,Fluconazole,Unknown,ddinter_downloads_code_D.csv,D
DDInter1013|DDInter766,DDInter1013,Labetalol,DDInter766,Fluticasone,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1013|DDInter771,DDInter1013,Labetalol,DDInter771,Folic acid,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_V.csv,B;V
DDInter1013|DDInter856,DDInter1013,Labetalol,DDInter856,Heparin,Unknown,ddinter_downloads_code_B.csv,B
DDInter1013|DDInter893,DDInter1013,Labetalol,DDInter893,Hydroxychloroquine,Unknown,ddinter_downloads_code_P.csv,P
DDInter1018|DDInter1019,DDInter1018,Lactulose,DDInter1019,Lamivudine,Unknown,ddinter_downloads_code_A.csv,A
DDInter1018|DDInter1020,DDInter1018,Lactulose,DDInter1020,Lamotrigine,Unknown,ddinter_downloads_code_A.csv,A
DDInter1018|DDInter1022,DDInter1018,Lactulose,DDInter1022,Lansoprazole,Unknown,ddinter_downloads_code_A.csv,A
DDInter1018|DDInter1028,DDInter1018,Lactulose,DDInter1028,Latanoprost,Unknown,ddinter_downloads_code_A.csv,A
DDInter1018|DDInter1033,DDInter1018,Lactulose,DDInter1033,Leflunomide,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1018|DDInter1035,DDInter1018,Lactulose,DDInter1035,Lenalidomide,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1018|DDInter1040,DDInter1018,Lactulose,DDInter1040,Letrozole,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1018|DDInter1041,DDInter1018,Lactulose,DDInter1041,Leucovorin,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_V.csv,A;V
DDInter1018|DDInter1046,DDInter1018,Lactulose,DDInter1046,Levetiracetam,Unknown,ddinter_downloads_code_A.csv,A
DDInter1018|DDInter1049,DDInter1018,Lactulose,DDInter1049,Levobunolol,Unknown,ddinter_downloads_code_A.csv,A
DDInter1018|DDInter1052,DDInter1018,Lactulose,DDInter1052,Levocarnitine,Unknown,ddinter_downloads_code_A.csv,A
DDInter1018|DDInter1064,DDInter1018,Lactulose,DDInter1064,Levothyroxine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_H.csv,A;H
