ddinter_id,ddinter_name,hetionet_compound_id,hetionet_name,mapping_method,mapping_status
DDInter1458,Phenylpropanolamine,,,none,unmapped
DDInter1459,Phenyltoloxamine,,,none,unmapped
DDInter146,Axicabtagene ciloleucel,,,none,unmapped
DDInter1460,Phenytoin,,,none,unmapped
DDInter1461,Phylloquinone,,,none,unmapped
DDInter1462,Physostigmine,,,none,unmapped
DDInter1463,Physostigmine (ophthalmic),,,none,unmapped
DDInter1464,Picosulfuric acid,,,none,unmapped
DDInter1465,Pilocarpine,,,none,unmapped
DDInter1466,Pilocarpine (ophthalmic),,,none,unmapped
DDInter1467,Pimavanserin,,,none,unmapped
DDInter1468,Pimecrolimus,,,none,unmapped
DDInter1469,Pimecrolimus (topical),,,none,unmapped
DDInter147,Axitinib,,,none,unmapped
DDInter1470,Pimozide,Compound::DB01100,Pimozide,normalized case-insensitive exact generic name,exact_name
DDInter1471,Pindolol,Compound::DB00960,Pindolol,normalized case-insensitive exact generic name,exact_name
DDInter1472,Pioglitazone,Compound::DB01132,Pioglitazone,normalized case-insensitive exact generic name,exact_name
DDInter1473,Pipecuronium,,,none,unmapped
DDInter1474,Piperacillin,,,none,unmapped
DDInter1475,Piperazine,,,none,unmapped
DDInter1476,Pirbuterol,Compound::DB01291,Pirbuterol,normalized case-insensitive exact generic name,exact_name
DDInter1477,Pirfenidone,,,none,unmapped
DDInter1478,Piroxicam,,,none,unmapped
DDInter1479,Pitavastatin,Compound::DB08860,Pitavastatin,normalized case-insensitive exact generic name,exact_name
DDInter148,Azacitidine,,,none,unmapped
DDInter1480,Pitolisant,,,none,unmapped
DDInter1481,Plantago seed,,,none,unmapped
DDInter1482,Plazomicin,,,none,unmapped
DDInter1483,Plecanatide,,,none,unmapped
DDInter1484,Plicamycin,,,none,unmapped
DDInter1485,Polatuzumab vedotin,,,none,unmapped
DDInter1486,Poliovirus type 1 antigen (formaldehyde inactivated),,,none,unmapped
DDInter1487,Polyethylene glycol (3350 with electrolytes),,,none,unmapped
DDInter1488,Polyethylene glycol (3350),,,none,unmapped
DDInter1489,Polymyxin B,,,none,unmapped
DDInter149,Azatadine,,,none,unmapped
DDInter1490,Polythiazide,Compound::DB01324,Polythiazide,normalized case-insensitive exact generic name,exact_name
DDInter1491,Pomalidomide,,,none,unmapped
DDInter1492,Ponatinib,,,none,unmapped
DDInter1493,Porfimer sodium,,,none,unmapped
DDInter1494,Posaconazole,,,none,unmapped
DDInter1495,Potassium acetate,,,none,unmapped
DDInter1496,Potassium bicarbonate,,,none,unmapped
DDInter1497,Potassium chloride,,,none,unmapped
DDInter1498,Potassium citrate,,,none,unmapped
DDInter1499,Potassium gluconate,,,none,unmapped
DDInter15,Acetazolamide,,,none,unmapped
DDInter150,Azathioprine,,,none,unmapped
DDInter1500,Potassium Iodide,,,none,unmapped
DDInter1501,Potassium perchlorate,,,none,unmapped
DDInter1502,Pralatrexate,,,none,unmapped
DDInter1503,Pralidoxime,,,none,unmapped
DDInter1504,Pralsetinib,,,none,unmapped
DDInter1505,Pramipexole,,,none,unmapped
DDInter1506,Pramlintide,,,none,unmapped
DDInter1507,Prasterone enantate,,,none,unmapped
DDInter1508,Prasugrel,Compound::DB06209,Prasugrel,normalized case-insensitive exact generic name,exact_name
DDInter1509,Pravastatin,Compound::DB00175,Pravastatin,normalized case-insensitive exact generic name,exact_name
DDInter151,Azelaic acid,,,none,unmapped
DDInter1510,Praziquantel,,,none,unmapped
DDInter1511,Prazosin,Compound::DB00457,Prazosin,normalized case-insensitive exact generic name,exact_name
DDInter1512,Prednicarbate (topical),,,none,unmapped
DDInter1513,Prednisolone,,,none,unmapped
DDInter1514,Prednisolone (ophthalmic),,,none,unmapped
DDInter1515,Prednisone,,,none,unmapped
DDInter1516,Pregabalin,,,none,unmapped
DDInter1517,Pretomanid,,,none,unmapped
DDInter1518,Prilocaine,,,none,unmapped
DDInter1519,Prilocaine (topiclal),,,none,unmapped
DDInter152,Azelaic acid (topical),,,none,unmapped
DDInter1520,Primaquine,,,none,unmapped
DDInter1521,Primidone,,,none,unmapped
DDInter1522,Probenecid,Compound::DB01032,Probenecid,normalized case-insensitive exact generic name,exact_name
DDInter1523,Probucol,,,none,unmapped
DDInter1524,Procainamide,,,none,unmapped
DDInter1525,Procaine,,,none,unmapped
DDInter1526,Procarbazine,,,none,unmapped
DDInter1527,Prochlorperazine,,,none,unmapped
DDInter1528,Procyclidine,,,none,unmapped
DDInter1529,Progesterone,Compound::DB00396,Progesterone,normalized case-insensitive exact generic name,exact_name
DDInter153,Azelastine,,,none,unmapped
DDInter1530,Progesterone (topical),,,none,unmapped
DDInter1531,Proguanil,,,none,unmapped
DDInter1532,Promazine,Compound::DB00420,Promazine,normalized case-insensitive exact generic name,exact_name
DDInter1533,Promethazine,Compound::DB01069,Promethazine,normalized case-insensitive exact generic name,exact_name
DDInter1534,Propafenone,Compound::DB01182,Propafenone,normalized case-insensitive exact generic name,exact_name
DDInter1535,Propantheline,,,none,unmapped
DDInter1536,Proparacaine (ophthalmic),,,none,unmapped
DDInter1537,Propiomazine,Compound::DB00777,Propiomazine,normalized case-insensitive exact generic name,exact_name
DDInter1538,Propofol,,,none,unmapped
DDInter1539,Propranolol,Compound::DB00571,Propranolol,normalized case-insensitive exact generic name,exact_name
DDInter154,Azelastine (nasal),,,none,unmapped
DDInter1540,Propylhexedrine (nasal),,,none,unmapped
DDInter1541,Propylthiouracil,,,none,unmapped
DDInter1542,Protein C,,,none,unmapped
DDInter1543,Protriptyline,,,none,unmapped
DDInter1544,Prucalopride,,,none,unmapped
DDInter1545,Pseudoephedrine,,,none,unmapped
DDInter1546,Pyrantel,,,none,unmapped
DDInter1547,Pyrazinamide,,,none,unmapped
DDInter1548,Pyridostigmine,,,none,unmapped
DDInter1549,Pyridoxine,,,none,unmapped
DDInter155,Azelastine (ophthalmic),,,none,unmapped
DDInter1550,Pyrimethamine,,,none,unmapped
DDInter1551,Pyrophosphoric acid,,,none,unmapped
DDInter1552,Quazepam,,,none,unmapped
DDInter1553,Quetiapine,,,none,unmapped
DDInter1554,Quinapril,Compound::DB00881,Quinapril,normalized case-insensitive exact generic name,exact_name
DDInter1555,Quinestrol,,,none,unmapped
DDInter1556,Quinidine,,,none,unmapped
DDInter1557,Quinine,,,none,unmapped
DDInter1558,Quinupristin,,,none,unmapped
DDInter1559,Rabeprazole,,,none,unmapped
DDInter156,Azilsartan medoxomil,Compound::DB08822,Azilsartan medoxomil,normalized case-insensitive exact generic name,exact_name
DDInter1560,Racepinephrine,,,none,unmapped
DDInter1561,Radium Ra 223 dichloride,,,none,unmapped
DDInter1562,Raloxifene,,,none,unmapped
DDInter1563,Raltegravir,,,none,unmapped
DDInter1564,Ramelteon,,,none,unmapped
DDInter1565,Ramipril,Compound::DB00178,Ramipril,normalized case-insensitive exact generic name,exact_name
DDInter1566,Ramucirumab,,,none,unmapped
DDInter1568,Ranitidine,,,none,unmapped
DDInter1569,Ranitidine (bismuth citrate),,,none,unmapped
DDInter157,Azithromycin,,,none,unmapped
DDInter1570,Ranolazine,Compound::DB00243,Ranolazine,normalized case-insensitive exact generic name,exact_name
DDInter1571,Rapacuronium,,,none,unmapped
DDInter1572,Rasagiline,,,none,unmapped
DDInter1573,Rasburicase,,,none,unmapped
DDInter1574,Ravulizumab,,,none,unmapped
DDInter1575,Regadenoson,,,none,unmapped
DDInter1576,Regorafenib,,,none,unmapped
DDInter1577,Relugolix,,,none,unmapped
DDInter1578,Remdesivir,,,none,unmapped
DDInter1579,Remifentanil,,,none,unmapped
DDInter158,Aztreonam,,,none,unmapped
DDInter1580,Remimazolam,,,none,unmapped
DDInter1581,Repaglinide,Compound::DB00912,Repaglinide,normalized case-insensitive exact generic name,exact_name
DDInter1582,Reserpine,Compound::DB00206,Reserpine,normalized case-insensitive exact generic name,exact_name
DDInter1583,Resorcinol (topical),,,none,unmapped
DDInter1584,Retapamulin (topical),,,none,unmapped
DDInter1585,Reteplase,,,none,unmapped
DDInter1586,Revefenacin,,,none,unmapped
DDInter1587,Ribavirin,,,none,unmapped
DDInter1588,Ribociclib,,,none,unmapped
DDInter1589,Rifabutin,,,none,unmapped
DDInter159,Bacampicillin,,,none,unmapped
DDInter1590,Rifampicin,,,none,unmapped
DDInter1591,Rifamycin,,,none,unmapped
DDInter1592,Rifapentine,,,none,unmapped
DDInter1593,Rifaximin,,,none,unmapped
DDInter1594,Rilonacept,,,none,unmapped
DDInter1595,Rilpivirine,,,none,unmapped
DDInter1596,Riluzole,,,none,unmapped
DDInter1597,Rimantadine,,,none,unmapped
DDInter1598,Rimegepant,,,none,unmapped
DDInter1599,Rimexolone (ophthalmic),,,none,unmapped
DDInter16,Acetohexamide,,,none,unmapped
DDInter160,Bacillus calmette-guerin substrain tice live antigen,,,none,unmapped
DDInter1600,Riociguat,,,none,unmapped
DDInter1601,Ripretinib,,,none,unmapped
DDInter1602,Risankizumab,,,none,unmapped
DDInter1603,Risdiplam,,,none,unmapped
DDInter1604,Risedronic acid,,,none,unmapped
DDInter1605,Risperidone,,,none,unmapped
DDInter1606,Ritodrine,Compound::DB00867,Ritodrine,normalized case-insensitive exact generic name,exact_name
DDInter1607,Ritonavir,,,none,unmapped
DDInter1608,Rituximab,,,none,unmapped
DDInter1609,Rivaroxaban,,,none,unmapped
DDInter161,Bacitracin,,,none,unmapped
DDInter1610,Rivastigmine,,,none,unmapped
DDInter1611,Rizatriptan,,,none,unmapped
DDInter1612,Rocuronium,,,none,unmapped
DDInter1613,Rofecoxib,,,none,unmapped
DDInter1614,Roflumilast,,,none,unmapped
DDInter1615,Rolapitant,,,none,unmapped
DDInter1616,Romidepsin,,,none,unmapped
DDInter1617,Romiplostim,,,none,unmapped
DDInter1618,Romosozumab,,,none,unmapped
DDInter1619,Ropinirole,,,none,unmapped
DDInter162,Baclofen,Compound::DB00181,Baclofen,normalized case-insensitive exact generic name,exact_name
DDInter1620,Ropivacaine,,,none,unmapped
DDInter1621,Rosiglitazone,Compound::DB00412,Rosiglitazone,normalized case-insensitive exact generic name,exact_name
DDInter1622,Rosuvastatin,Compound::DB01098,Rosuvastatin,normalized case-insensitive exact generic name,exact_name
DDInter1623,Rotavirus vaccine,,,none,unmapped
DDInter1624,Rotigotine,,,none,unmapped
DDInter1625,Rubella virus vaccine,,,none,unmapped
DDInter1626,Rucaparib,,,none,unmapped
DDInter1627,Rufinamide,,,none,unmapped
DDInter1628,Ruxolitinib,,,none,unmapped
DDInter1629,Sacituzumab govitecan,,,none,unmapped
DDInter163,Baloxavir marboxil,,,none,unmapped
DDInter1630,Sacubitril,,,none,unmapped
DDInter1631,Safinamide,,,none,unmapped
DDInter1632,Salbutamol,Compound::DB01001,Salbutamol,normalized case-insensitive exact generic name,exact_name
DDInter1633,Salicylic acid (sodium),,,none,unmapped
DDInter1634,Salicylic acid (topical),,,none,unmapped
DDInter1635,Salmeterol,Compound::DB00938,Salmeterol,normalized case-insensitive exact generic name,exact_name
DDInter1636,Salmon calcitonin,,,none,unmapped
DDInter1637,Salsalate,Compound::DB01399,Salsalate,normalized case-insensitive exact generic name,exact_name
DDInter1638,Samarium (153Sm) lexidronam,,,none,unmapped
DDInter1639,Sapropterin,,,none,unmapped
DDInter164,Balsalazide,,,none,unmapped
DDInter1640,Saquinavir,,,none,unmapped
DDInter1641,Sarecycline,,,none,unmapped
DDInter1642,Sargramostim,,,none,unmapped
DDInter1643,Sarilumab,,,none,unmapped
DDInter1644,Satralizumab,,,none,unmapped
DDInter1645,Saw palmetto,,,none,unmapped
DDInter1646,Saxagliptin,,,none,unmapped
DDInter1647,Scopolamine,,,none,unmapped
DDInter1648,Scopolamine (ophthalmic),,,none,unmapped
DDInter1649,Secnidazole,,,none,unmapped
DDInter165,Baricitinib,,,none,unmapped
DDInter1650,Secobarbital,,,none,unmapped
DDInter1651,Secretin human,,,none,unmapped
DDInter1652,Secukinumab,,,none,unmapped
DDInter1653,Selegiline,,,none,unmapped
DDInter1654,Selenium,,,none,unmapped
DDInter1655,Selenium Sulfide,,,none,unmapped
DDInter1656,Selexipag,,,none,unmapped
DDInter1657,Selinexor,,,none,unmapped
DDInter1658,Selpercatinib,,,none,unmapped
DDInter1659,Selumetinib,,,none,unmapped
DDInter166,Basiliximab,,,none,unmapped
DDInter1660,Semaglutide,,,none,unmapped
DDInter1661,Sermorelin,,,none,unmapped
DDInter1662,Sertraline,,,none,unmapped
DDInter1663,Sevelamer,,,none,unmapped
DDInter1664,Sevoflurane,,,none,unmapped
DDInter1665,Sibutramine,,,none,unmapped
DDInter1666,Sildenafil,,,none,unmapped
DDInter1667,Silodosin,,,none,unmapped
DDInter1668,Siltuximab,,,none,unmapped
DDInter1669,Silver (topical),,,none,unmapped
DDInter167,Bazedoxifene,,,none,unmapped
DDInter1670,Silver nitrate (ophthalmic),,,none,unmapped
DDInter1671,Silver nitrate (topical),,,none,unmapped
DDInter1672,Silver sulfadiazine (topical),,,none,unmapped
DDInter1673,Simeprevir,,,none,unmapped
DDInter1674,Simethicone,,,none,unmapped
DDInter1675,Simvastatin,Compound::DB00641,Simvastatin,normalized case-insensitive exact generic name,exact_name
DDInter1676,Siponimod,,,none,unmapped
DDInter1677,Sipuleucel-T,,,none,unmapped
DDInter1678,Sirolimus,,,none,unmapped
DDInter1679,Sitagliptin,Compound::DB01261,Sitagliptin,normalized case-insensitive exact generic name,exact_name
DDInter168,Beclomethasone dipropionate,,,none,unmapped
DDInter1680,"Smallpox (Vaccinia) Vaccine, Live",,,none,unmapped
DDInter1681,Sodium acetate,,,none,unmapped
DDInter1682,Sodium aurothiomalate,,,none,unmapped
DDInter1683,Sodium bicarbonate,,,none,unmapped
DDInter1684,Sodium cellulose phosphate,,,none,unmapped
DDInter1685,Sodium chloride,,,none,unmapped
DDInter1686,Sodium citrate,,,none,unmapped
DDInter1687,Sodium ferric gluconate complex,,,none,unmapped
DDInter1688,Sodium glycerophosphate,,,none,unmapped
DDInter1689,Sodium iodide,,,none,unmapped
DDInter169,Beclomethasone dipropionate (nasal),,,none,unmapped
DDInter1690,Sodium oxybate,,,none,unmapped
DDInter1691,"Sodium phosphate, monobasic",,,none,unmapped
DDInter1692,"Sodium phosphate, monobasic (p32)",,,none,unmapped
DDInter1693,Sodium sulfate,,,none,unmapped
DDInter1694,Sodium zirconium cyclosilicate,,,none,unmapped
DDInter1695,Sofosbuvir,,,none,unmapped
DDInter1696,Solifenacin,Compound::DB01591,Solifenacin,normalized case-insensitive exact generic name,exact_name
DDInter1697,Solriamfetol,,,none,unmapped
DDInter1698,Somapacitan,,,none,unmapped
DDInter1699,Somatotropin,,,none,unmapped
DDInter17,Acetohydroxamic acid,,,none,unmapped
DDInter170,Bedaquiline,,,none,unmapped
DDInter1700,Somatrem,,,none,unmapped
DDInter1701,Sonidegib,,,none,unmapped
DDInter1702,Sorafenib,,,none,unmapped
DDInter1703,Sorbitol,,,none,unmapped
DDInter1704,Sotalol,Compound::DB00489,Sotalol,normalized case-insensitive exact generic name,exact_name
DDInter1705,Sparfloxacin,,,none,unmapped
DDInter1706,Spectinomycin,,,none,unmapped
DDInter1707,Spironolactone,Compound::DB00421,Spironolactone,normalized case-insensitive exact generic name,exact_name
DDInter1708,St. John's Wort,,,none,unmapped
DDInter1709,Stanozolol,,,none,unmapped
DDInter171,Belantamab mafodotin,,,none,unmapped
DDInter1710,Stavudine,,,none,unmapped
DDInter1711,Stiripentol,,,none,unmapped
DDInter1712,Streptokinase,,,none,unmapped
DDInter1713,Streptomycin,,,none,unmapped
DDInter1714,Streptozocin,,,none,unmapped
DDInter1715,Strontium chloride Sr-89,,,none,unmapped
DDInter1716,Succinylcholine,,,none,unmapped
DDInter1717,Sucralfate,,,none,unmapped
DDInter1718,Sufentanil,,,none,unmapped
DDInter1719,Sugammadex,,,none,unmapped
DDInter172,Belatacept,,,none,unmapped
DDInter1720,Sulfacetamide (ophthalmic),,,none,unmapped
DDInter1721,Sulfadiazine,,,none,unmapped
DDInter1722,Sulfadoxine,,,none,unmapped
DDInter1723,Sulfamethizole,,,none,unmapped
DDInter1724,Sulfamethoxazole,,,none,unmapped
DDInter1725,Sulfasalazine,,,none,unmapped
DDInter1726,Sulfinpyrazone,,,none,unmapped
DDInter1727,Sulfisoxazole,,,none,unmapped
DDInter1729,Sulindac,,,none,unmapped
DDInter173,Belimumab,,,none,unmapped
DDInter1730,Sumatriptan,,,none,unmapped
DDInter1731,Sunitinib,,,none,unmapped
DDInter1732,Suprofen (ophthalmic),,,none,unmapped
DDInter1733,Suvorexant,,,none,unmapped
DDInter1734,Tacrine,,,none,unmapped
DDInter1735,Tacrolimus,,,none,unmapped
DDInter1736,Tadalafil,,,none,unmapped
DDInter1737,Tafamidis,,,none,unmapped
DDInter1738,Tafasitamab,,,none,unmapped
DDInter1739,Tafenoquine,,,none,unmapped
DDInter174,Belinostat,,,none,unmapped
DDInter1741,Tagraxofusp,,,none,unmapped
DDInter1742,Talazoparib,,,none,unmapped
DDInter1743,Talimogene laherparepvec,,,none,unmapped
DDInter1744,Tamoxifen,,,none,unmapped
DDInter1745,Tamsulosin,Compound::DB00706,Tamsulosin,normalized case-insensitive exact generic name,exact_name
DDInter1746,Tapentadol,,,none,unmapped
DDInter1747,Tasimelteon,,,none,unmapped
DDInter1748,Tazarotene,,,none,unmapped
DDInter1749,Tazarotene (topical),,,none,unmapped
DDInter175,Belladonna,,,none,unmapped
DDInter1750,Tazemetostat,,,none,unmapped
DDInter1752,Tedizolid,,,none,unmapped
DDInter1753,Teduglutide,,,none,unmapped
DDInter1754,Tegaserod,,,none,unmapped
DDInter1755,Telaprevir,,,none,unmapped
DDInter1756,Telavancin,,,none,unmapped
DDInter1757,Telbivudine,,,none,unmapped
DDInter1758,Telithromycin,,,none,unmapped
DDInter1759,Telmisartan,Compound::DB00966,Telmisartan,normalized case-insensitive exact generic name,exact_name
DDInter176,Bempedoic acid,,,none,unmapped
DDInter1760,Telotristat ethyl,,,none,unmapped
DDInter1761,Temazepam,,,none,unmapped
DDInter1762,Temozolomide,,,none,unmapped
DDInter1763,Temsirolimus,,,none,unmapped
DDInter1764,Tenecteplase,,,none,unmapped
DDInter1765,Teniposide,,,none,unmapped
DDInter1766,Teprotumumab,,,none,unmapped
DDInter1767,Terazosin,Compound::DB01162,Terazosin,normalized case-insensitive exact generic name,exact_name
DDInter1768,Terbinafine,Compound::DB00857,Terbinafine,normalized case-insensitive exact generic name,exact_name
DDInter1769,Terbutaline,,,none,unmapped
DDInter177,Benazepril,Compound::DB00542,Benazepril,normalized case-insensitive exact generic name,exact_name
DDInter1770,Terfenadine,,,none,unmapped
DDInter1771,Teriflunomide,,,none,unmapped
DDInter1772,Teriparatide,,,none,unmapped
DDInter1773,Tesamorelin,,,none,unmapped
DDInter1774,Testolactone,Compound::DB00894,Testolactone,normalized case-insensitive exact generic name,exact_name
DDInter1775,Testosterone,Compound::DB00624,Testosterone,normalized case-insensitive exact generic name,exact_name
DDInter1776,Testosterone (topical),,,none,unmapped
DDInter1778,Tetrabenazine,,,none,unmapped
DDInter1779,Tetracaine,,,none,unmapped
DDInter178,Bendamustine,,,none,unmapped
DDInter1780,Tetracaine (ophthalmic),,,none,unmapped
DDInter1781,Tetracaine (topical),,,none,unmapped
DDInter1782,Tetracosactide,,,none,unmapped
DDInter1783,Tetracycline,,,none,unmapped
DDInter1784,Tetracycline (topical),,,none,unmapped
DDInter1785,Tetraferric tricitrate decahydrate,,,none,unmapped
DDInter1786,Tetrofosmin,,,none,unmapped
DDInter1787,Tetryzoline (nasal),,,none,unmapped
DDInter1788,Tetryzoline (ophthalmic),,,none,unmapped
DDInter1789,Thalidomide,,,none,unmapped
DDInter179,Bendroflumethiazide,Compound::DB00436,Bendroflumethiazide,normalized case-insensitive exact generic name,exact_name
DDInter1790,Thallous Chloride,,,none,unmapped
DDInter1791,Theophylline,,,none,unmapped
DDInter1792,Thiabendazole,,,none,unmapped
DDInter1793,Thiethylperazine,,,none,unmapped
DDInter1794,Thimerosal (topical),,,none,unmapped
DDInter1795,Thiopental,,,none,unmapped
DDInter1796,Thioridazine,,,none,unmapped
DDInter1797,Thiotepa,,,none,unmapped
DDInter1798,Thiothixene,,,none,unmapped
DDInter1799,"Thyroid, porcine",,,none,unmapped
DDInter18,Acetylcholine,,,none,unmapped
DDInter180,Benzalkonium (topical),,,none,unmapped
DDInter1800,Thyrotropin alfa,,,none,unmapped
DDInter1801,Tiagabine,,,none,unmapped
DDInter1802,Ticagrelor,Compound::DB08816,Ticagrelor,normalized case-insensitive exact generic name,exact_name
DDInter1803,Ticarcillin,,,none,unmapped
DDInter1804,Ticlopidine,Compound::DB00208,Ticlopidine,normalized case-insensitive exact generic name,exact_name
DDInter1805,Tigecycline,,,none,unmapped
DDInter1806,Tildrakizumab,,,none,unmapped
DDInter1807,Tilmanocept,,,none,unmapped
DDInter1808,Tiludronic acid,,,none,unmapped
DDInter1809,Timolol,Compound::DB00373,Timolol,normalized case-insensitive exact generic name,exact_name
DDInter181,Benzatropine,,,none,unmapped
DDInter1810,Timolol (ophthalmic),,,none,unmapped
DDInter1811,Tinidazole,,,none,unmapped
DDInter1812,Tinzaparin,,,none,unmapped
DDInter1813,Tioconazole,,,none,unmapped
DDInter1814,Tioguanine,,,none,unmapped
DDInter1815,Tiotropium,,,none,unmapped
DDInter1816,Tipiracil,,,none,unmapped
DDInter1817,Tipranavir,,,none,unmapped
DDInter1818,Tirofiban,Compound::DB00775,Tirofiban,normalized case-insensitive exact generic name,exact_name
DDInter1819,Tisagenlecleucel,,,none,unmapped
DDInter182,Benzhydrocodone,,,none,unmapped
DDInter1820,Tivozanib,,,none,unmapped
DDInter1821,Tizanidine,Compound::DB00697,Tizanidine,normalized case-insensitive exact generic name,exact_name
DDInter1822,Tobramycin,,,none,unmapped
DDInter1823,Tocainide,,,none,unmapped
DDInter1824,Tocilizumab,,,none,unmapped
DDInter1825,Tofacitinib,,,none,unmapped
DDInter1826,Tolazamide,Compound::DB00839,Tolazamide,normalized case-insensitive exact generic name,exact_name
DDInter1827,Tolazoline,,,none,unmapped
DDInter1828,Tolbutamide,Compound::DB01124,Tolbutamide,normalized case-insensitive exact generic name,exact_name
DDInter1829,Tolcapone,,,none,unmapped
DDInter183,Benznidazole,,,none,unmapped
DDInter1830,Tolevamer,,,none,unmapped
DDInter1831,Tolmetin,,,none,unmapped
DDInter1832,Tolterodine,Compound::DB01036,Tolterodine,normalized case-insensitive exact generic name,exact_name
DDInter1833,Tolvaptan,,,none,unmapped
DDInter1834,Topiramate,,,none,unmapped
DDInter1835,Topotecan,,,none,unmapped
DDInter1836,Torasemide,Compound::DB00214,Torasemide,normalized case-insensitive exact generic name,exact_name
DDInter1837,Toremifene,,,none,unmapped
DDInter1838,Tositumomab,,,none,unmapped
DDInter1839,Tositumomab (I-131),,,none,unmapped
DDInter184,Benzocaine (topical),,,none,unmapped
DDInter1840,Trabectedin,,,none,unmapped
DDInter1841,Tramadol,,,none,unmapped
DDInter1842,Trametinib,,,none,unmapped
DDInter1843,Trandolapril,Compound::DB00519,Trandolapril,normalized case-insensitive exact generic name,exact_name
DDInter1844,Tranexamic acid,,,none,unmapped
DDInter1845,Tranylcypromine,,,none,unmapped
DDInter1846,Trastuzumab,,,none,unmapped
DDInter1847,Trastuzumab deruxtecan,,,none,unmapped
DDInter1848,Trastuzumab emtansine,,,none,unmapped
DDInter1849,Travoprost,,,none,unmapped
DDInter185,Benzonatate,,,none,unmapped
DDInter1851,Trazodone,,,none,unmapped
DDInter1852,Treprostinil,Compound::DB00374,Treprostinil,normalized case-insensitive exact generic name,exact_name
DDInter1853,Tretinoin,,,none,unmapped
DDInter1854,Tretinoin (topical),,,none,unmapped
DDInter1855,Triamcinolone,,,none,unmapped
DDInter1856,Triamcinolone (nasal),,,none,unmapped
DDInter1857,Triamcinolone (ophthalmic),,,none,unmapped
DDInter1858,Triamcinolone (topical),,,none,unmapped
DDInter1859,Triamterene,Compound::DB00384,Triamterene,normalized case-insensitive exact generic name,exact_name
DDInter186,Benzoyl peroxide (topical),,,none,unmapped
DDInter1860,Triazolam,,,none,unmapped
DDInter1861,Trichlormethiazide,Compound::DB01021,Trichlormethiazide,normalized case-insensitive exact generic name,exact_name
DDInter1862,Trichophyton mentagrophytes,,,none,unmapped
DDInter1863,Triclabendazole,,,none,unmapped
DDInter1864,Triethylenetetramine,,,none,unmapped
DDInter1865,Trifarotene (topical),,,none,unmapped
DDInter1866,Trifluoperazine,,,none,unmapped
DDInter1867,Triflupromazine,Compound::DB00508,Triflupromazine,normalized case-insensitive exact generic name,exact_name
DDInter1868,Trifluridine,,,none,unmapped
DDInter1869,Triheptanoin,,,none,unmapped
DDInter187,Benzphetamine,Compound::DB00865,Benzphetamine,normalized case-insensitive exact generic name,exact_name
DDInter1870,Trihexyphenidyl,,,none,unmapped
DDInter1871,Trimethadione,,,none,unmapped
DDInter1872,Trimethaphan,Compound::DB01116,Trimethaphan,normalized case-insensitive exact generic name,exact_name
DDInter1873,Trimethobenzamide,Compound::DB00662,Trimethobenzamide,normalized case-insensitive exact generic name,exact_name
DDInter1874,Trimethoprim,,,none,unmapped
DDInter1875,Trimetrexate,,,none,unmapped
DDInter1876,Trimipramine,Compound::DB00726,Trimipramine,normalized case-insensitive exact generic name,exact_name
DDInter1877,Trioxsalen,,,none,unmapped
DDInter1878,Tripelennamine,Compound::DB00792,Tripelennamine,normalized case-insensitive exact generic name,exact_name
DDInter1879,Triprolidine,,,none,unmapped
DDInter188,Benzthiazide,Compound::DB00562,Benzthiazide,normalized case-insensitive exact generic name,exact_name
DDInter1880,Triptorelin,,,none,unmapped
DDInter1881,Troglitazone,,,none,unmapped
DDInter1882,Troleandomycin,,,none,unmapped
DDInter1883,Tromethamine,,,none,unmapped
DDInter1884,Tropicamide,,,none,unmapped
DDInter1885,Tropicamide (ophthalmic),,,none,unmapped
DDInter1886,Trospium,,,none,unmapped
DDInter1887,Trovafloxacin,,,none,unmapped
DDInter1888,Tryptophan,,,none,unmapped
DDInter1889,Tuberculin purified protein derivative,,,none,unmapped
DDInter189,Benzylpenicillin,,,none,unmapped
DDInter1890,Tubocurarine,,,none,unmapped
DDInter1891,Tucatinib,,,none,unmapped
DDInter1892,Turmeric,,,none,unmapped
DDInter1893,Typhoid vaccine (inactivated),,,none,unmapped
DDInter1894,Typhoid vaccine (live),,,none,unmapped
DDInter1895,Tyropanoic acid,,,none,unmapped
DDInter1896,Ubrogepant,,,none,unmapped
DDInter1897,Ulipristal,,,none,unmapped
DDInter1898,Ulobetasol (topical),,,none,unmapped
DDInter1899,Umeclidinium,,,none,unmapped
DDInter19,Acetylcysteine,,,none,unmapped
DDInter190,Benzylpenicillin (potassium),,,none,unmapped
DDInter1901,Upadacitinib,,,none,unmapped
DDInter1902,Uracil mustard,,,none,unmapped
DDInter1903,Urea,,,none,unmapped
DDInter1904,Urofollitropin,,,none,unmapped
DDInter1905,Urokinase,,,none,unmapped
DDInter1906,Ursodeoxycholic acid,,,none,unmapped
DDInter1907,Ustekinumab,,,none,unmapped
DDInter1908,Valaciclovir,,,none,unmapped
DDInter1909,Valbenazine,,,none,unmapped
DDInter191,Benzylpenicillin (sodium),,,none,unmapped
DDInter1910,Valdecoxib,,,none,unmapped
DDInter1911,Valerian,,,none,unmapped
DDInter1912,Valganciclovir,,,none,unmapped
DDInter1913,Valproic acid,,,none,unmapped
DDInter1914,Valrubicin,,,none,unmapped
DDInter1915,Valsartan,Compound::DB00177,Valsartan,normalized case-insensitive exact generic name,exact_name
DDInter1916,Vancomycin,,,none,unmapped
DDInter1917,Vandetanib,,,none,unmapped
DDInter1918,Vardenafil,,,none,unmapped
DDInter1919,Varenicline,,,none,unmapped
